1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
0.85881,0.85881,0.85881,0.85881,0.85881,0.85881,0.85881,0.85881,0.85881,0.85881,0.85881,0.85881,0.85881,0.85881,0.85881,0.85881,0.85881,0.858811,0.858813,0.858817,0.858829,0.858858,0.858885,0.858896,0.858872,0.858789,0.858606,0.858253,0.857589,0.856291,0.852854,0.850941,0.849899,0.849294,0.848927,0.848698,0.848554,0.848462,0.848403,0.848365,0.84834,0.848324,0.848313,0.848307,0.848302,0.848299,0.848297,0.848296,0.848296,0.848295,0.848295,
0.728246,0.728246,0.728246,0.728246,0.728246,0.728246,0.728246,0.728246,0.728246,0.728246,0.728246,0.728246,0.728247,0.728247,0.728247,0.728247,0.728248,0.728249,0.728252,0.72826,0.728277,0.728325,0.728366,0.728374,0.728316,0.728145,0.727785,0.727109,0.725887,0.723602,0.717697,0.714184,0.712161,0.710948,0.7102,0.70973,0.709431,0.70924,0.709117,0.709037,0.708986,0.708952,0.70893,0.708916,0.708907,0.708901,0.708897,0.708895,0.708893,0.708893,0.708893,
0.605929,0.605929,0.605929,0.605929,0.605929,0.605929,0.605929,0.605929,0.605929,0.605929,0.605929,0.60593,0.60593,0.60593,0.60593,0.60593,0.605931,0.605933,0.605937,0.605944,0.605961,0.605996,0.606016,0.605982,0.605848,0.605542,0.604949,0.603879,0.601998,0.598678,0.591972,0.587418,0.584584,0.582807,0.581684,0.580967,0.580507,0.580211,0.580019,0.579895,0.579814,0.579762,0.579728,0.579706,0.579691,0.579682,0.579676,0.579672,0.57967,0.579669,0.579669,
0.49265,0.49265,0.49265,0.49265,0.49265,0.49265,0.49265,0.49265,0.49265,0.49265,0.49265,0.49265,0.49265,0.49265,0.492651,0.492651,0.492652,0.492653,0.492656,0.492662,0.492673,0.492692,0.492685,0.49261,0.492408,0.491992,0.491221,0.489867,0.487552,0.483644,0.476496,0.471369,0.46802,0.46585,0.464446,0.463538,0.46295,0.462569,0.462321,0.46216,0.462055,0.461987,0.461942,0.461913,0.461895,0.461882,0.461875,0.46187,0.461867,0.461866,0.461865,
0.388326,0.388326,0.388326,0.388326,0.388326,0.388326,0.388326,0.388326,0.388326,0.388326,0.388326,0.388326,0.388326,0.388326,0.388327,0.388327,0.388328,0.388329,0.38833,0.388332,0.388335,0.388337,0.388304,0.388194,0.387945,0.387459,0.386585,0.385079,0.382556,0.378422,0.37132,0.366067,0.362528,0.360181,0.358637,0.357627,0.356967,0.356536,0.356255,0.356072,0.355953,0.355875,0.355824,0.355791,0.35577,0.355756,0.355747,0.355742,0.355738,0.355737,0.355737,
0.292961,0.292961,0.292961,0.292961,0.292961,0.292961,0.292961,0.292961,0.292961,0.292961,0.292961,0.292961,0.292961,0.292961,0.292961,0.292961,0.292962,0.292962,0.292962,0.292961,0.292958,0.292946,0.292897,0.292772,0.292509,0.292017,0.291148,0.289666,0.287206,0.28322,0.276526,0.271547,0.26815,0.265869,0.264354,0.263354,0.262696,0.262265,0.261983,0.261799,0.261679,0.2616,0.261549,0.261515,0.261494,0.26148,0.26147,0.261465,0.261462,0.26146,0.26146,
0.206462,0.206462,0.206462,0.206462,0.206462,0.206462,0.206462,0.206462,0.206462,0.206462,0.206462,0.206462,0.206462,0.206462,0.206462,0.206462,0.206462,0.206462,0.206461,0.206458,0.206451,0.206433,0.206381,0.206263,0.206029,0.205598,0.204846,0.203567,0.201439,0.197964,0.192061,0.187746,0.184812,0.18284,0.181526,0.180654,0.180079,0.179701,0.179453,0.179291,0.179185,0.179115,0.17907,0.17904,0.179021,0.179008,0.179,0.178995,0.178993,0.178991,0.178991,
0.12874,0.12874,0.12874,0.12874,0.12874,0.12874,0.12874,0.12874,0.12874,0.12874,0.12874,0.12874,0.128741,0.128741,0.128741,0.128741,0.128741,0.12874,0.128739,0.128736,0.128729,0.128712,0.12867,0.128581,0.12841,0.1281,0.127559,0.126639,0.125087,0.122477,0.1178,0.114543,0.112376,0.110932,0.109972,0.109335,0.108914,0.108637,0.108455,0.108335,0.108257,0.108206,0.108172,0.108151,0.108136,0.108127,0.108121,0.108118,0.108115,0.108114,0.108114,
0.0594564,0.0594564,0.0594564,0.0594564,0.0594564,0.0594564,0.0594564,0.0594564,0.0594564,0.0594564,0.0594564,0.0594564,0.0594564,0.0594564,0.0594565,0.0594565,0.0594564,0.0594562,0.0594556,0.0594538,0.0594492,0.059437,0.0594127,0.0593663,0.0592816,0.0591323,0.0588746,0.0584329,0.0576687,0.0563015,0.0535204,0.0517535,0.0506209,0.0498771,0.049385,0.0490591,0.0488437,0.0487016,0.0486082,0.0485468,0.0485066,0.0484803,0.0484631,0.0484519,0.0484446,0.0484399,0.0484368,0.0484349,0.0484338,0.0484333,0.0484332,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
