36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,
31.662,31.662,31.662,31.662,31.662,31.662,31.662,31.662,31.662,31.662,31.662,31.662,31.662,31.662,31.662,31.662,31.662,31.6621,31.6621,31.6623,31.662,31.6631,31.6641,31.6645,31.6636,31.6605,31.6536,31.6403,31.6154,31.5665,47.862,47.7925,47.7547,47.7326,47.7193,47.711,47.7058,47.7024,47.7003,47.6989,47.698,47.6974,47.697,47.6968,47.6966,47.6965,47.6964,47.6964,47.6964,47.6964,47.6964,
26.748,26.748,26.748,26.748,26.748,26.748,26.748,26.748,26.748,26.748,26.748,26.748,26.748,26.748,26.748,26.748,26.7481,26.7481,26.7482,26.7485,26.748,26.7498,26.7513,26.7516,26.7494,26.743,26.7295,26.7042,26.6583,26.5725,42.948,42.8198,42.746,42.7017,42.6744,42.6572,42.6463,42.6393,42.6348,42.6319,42.63,42.6288,42.628,42.6275,42.6272,42.6269,42.6268,42.6267,42.6267,42.6266,42.6266,
22.158,22.158,22.158,22.158,22.158,22.158,22.158,22.158,22.158,22.158,22.158,22.158,22.158,22.158,22.158,22.158,22.1581,22.1581,22.1583,22.1586,22.158,22.1593,22.1601,22.1588,22.1538,22.1422,22.1199,22.0796,22.0088,21.8838,38.358,38.1899,38.0852,38.0195,37.978,37.9515,37.9345,37.9235,37.9164,37.9118,37.9088,37.9069,37.9056,37.9048,37.9043,37.9039,37.9037,37.9036,37.9035,37.9035,37.9034,
17.892,17.892,17.892,17.892,17.892,17.892,17.892,17.892,17.892,17.892,17.892,17.892,17.892,17.892,17.892,17.892,17.8921,17.8921,17.8922,17.8924,17.892,17.8927,17.8925,17.8896,17.882,17.8663,17.8372,17.786,17.6986,17.5509,34.092,33.8999,33.7744,33.6929,33.6402,33.6062,33.5841,33.5698,33.5605,33.5544,33.5505,33.5479,33.5462,33.5452,33.5444,33.544,33.5437,33.5435,33.5434,33.5434,33.5434,
13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.9501,13.9501,13.9502,13.9502,13.95,13.9501,13.9488,13.9447,13.9352,13.9168,13.8836,13.8265,13.7308,13.574,30.15,29.9496,29.8144,29.7247,29.6657,29.627,29.6018,29.5853,29.5746,29.5676,29.563,29.56,29.5581,29.5568,29.556,29.5555,29.5551,29.5549,29.5548,29.5547,29.5547,
10.332,10.332,10.332,10.332,10.332,10.332,10.332,10.332,10.332,10.332,10.332,10.332,10.332,10.332,10.332,10.332,10.332,10.3321,10.3321,10.332,10.332,10.3315,10.3297,10.3249,10.3149,10.2962,10.2631,10.2067,10.113,9.96129,26.532,26.3379,26.2053,26.1162,26.057,26.0179,25.9922,25.9753,25.9643,25.9571,25.9523,25.9493,25.9473,25.946,25.9451,25.9446,25.9442,25.944,25.9438,25.9438,25.9438,
7.038,7.038,7.038,7.038,7.038,7.038,7.038,7.038,7.038,7.038,7.038,7.038,7.03801,7.03801,7.03801,7.03802,7.03802,7.03802,7.03799,7.03788,7.038,7.0373,7.03533,7.03083,7.02187,7.00542,6.97666,6.92782,6.84653,6.71376,23.238,23.0655,22.948,22.869,22.8163,22.7814,22.7584,22.7432,22.7332,22.7267,22.7225,22.7197,22.7178,22.7167,22.7159,22.7154,22.7151,22.7149,22.7147,22.7147,22.7147,
4.068,4.068,4.068,4.068,4.068,4.068,4.068,4.068,4.068,4.068,4.068,4.068,4.068,4.06801,4.06801,4.06801,4.06801,4.068,4.06796,4.06784,4.068,4.06735,4.06576,4.06236,4.05581,4.04397,4.02335,3.98821,3.92895,3.82926,20.268,20.134,20.0447,19.9851,19.9455,19.9192,19.9018,19.8904,19.8828,19.8779,19.8747,19.8726,19.8712,19.8703,19.8697,19.8693,19.8691,19.8689,19.8688,19.8688,19.8688,
1.422,1.422,1.422,1.422,1.422,1.422,1.422,1.422,1.422,1.422,1.422,1.422,1.422,1.422,1.422,1.422,1.422,1.42199,1.42197,1.4219,1.422,1.42153,1.42058,1.41876,1.41545,1.40962,1.39956,1.38231,1.35247,1.29908,17.622,17.5454,17.4962,17.464,17.4427,17.4285,17.4192,17.413,17.409,17.4063,17.4046,17.4034,17.4027,17.4022,17.4019,17.4017,17.4015,17.4015,17.4014,17.4014,17.4014,
-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,
